student_id,school_id,school_name,state,municipality,year,grade_level,age,gender,socio_economic_class,parent_education,family_income_R$,previous_repeat,attendance_rate,avg_score,special_needs,household_size,urban_rural,teacher_student_ratio,infrastructure_score,dropped_out,dropout_date
ST005513,S0184,Escola 184,SP,Campinas,2019,4º Ano EF,8,F,Alta,Fundamental Completo,8942,1,0.95,67.9,0,7,Urbano,0.04,77.2,1,2019-05-21
ST005514,S0101,Escola 101,CE,Juazeiro do Norte,2022,3º Ano EM,14,M,Baixa,Fundamental Incompleto,2295,0,0.665,66.8,0,4,Urbano,0.07,48.8,1,2022-11-05
ST005515,S0072,Escola 72,RJ,Rio de Janeiro,2021,6º Ano EF,15,F,Baixa,Médio,2089,0,0.672,68.6,0,4,Urbano,0.055,93.1,1,2021-03-12
ST005516,S0001,Escola 1,RJ,Rio de Janeiro,2020,8º Ano EF,10,F,Média,Fundamental Incompleto,4734,0,0.968,96.2,0,4,Urbano,0.037,77.5,0,
ST005517,S0064,Escola 64,MG,Belo Horizonte,2023,3º Ano EF,7,M,Média,Médio,5248,0,0.983,72.8,0,4,Urbano,0.026,52.1,0,
ST005518,S0151,Escola 151,PA,Belém,2020,6º Ano EF,8,F,Média,Médio,9573,0,0.945,72.1,0,6,Urbano,0.045,73.8,0,
ST005519,S0035,Escola 35,RJ,Campos,2023,9º Ano EF,12,F,Média,Médio,10679,0,0.852,60.4,0,3,Urbano,0.078,82.3,0,
ST005520,S0001,Escola 1,RJ,Rio de Janeiro,2018,3º Ano EM,15,M,Baixa,Fundamental Incompleto,1229,0,0.732,57.6,0,4,Urbano,0.037,77.5,1,2018-12-11
ST005521,S0074,Escola 74,PE,Caruaru,2022,8º Ano EF,14,M,Média,Médio,3764,0,0.845,58.7,0,3,Urbano,0.078,93.5,0,
ST005522,S0194,Escola 194,RS,Porto Alegre,2023,2º Ano EM,15,M,Baixa,Fundamental Completo,2259,0,0.616,39.7,0,7,Rural,0.032,51.3,1,2023-10-19
ST005523,S0045,Escola 45,SP,Campinas,2018,3º Ano EM,14,M,Média,Fundamental Incompleto,8721,0,0.927,100.0,0,3,Urbano,0.022,47.8,0,
ST005524,S0034,Escola 34,PR,Curitiba,2020,3º Ano EF,6,F,Baixa,Médio,1602,0,0.731,49.5,0,3,Urbano,0.054,54.1,1,2020-06-12
ST005525,S0126,Escola 126,PR,Foz do Iguaçu,2022,2º Ano EF,7,M,Média,Médio,2519,0,1.0,68.9,0,5,Urbano,0.034,100.0,1,2022-04-27
ST005526,S0081,Escola 81,SP,São Paulo,2018,1º Ano EF,6,M,Média,Fundamental Incompleto,3996,0,0.865,69.8,0,5,Rural,0.029,66.7,0,
ST005527,S0119,Escola 119,PR,Maringá,2022,1º Ano EM,9,F,Alta,Fundamental Completo,4774,0,0.883,60.7,0,5,Urbano,0.082,87.1,0,
ST005528,S0055,Escola 55,RJ,Rio de Janeiro,2019,7º Ano EF,10,F,Baixa,Superior,3240,0,0.617,69.7,0,6,Urbano,0.058,85.5,0,
ST005529,S0165,Escola 165,RS,Pelotas,2018,1º Ano EF,6,M,Média,Fundamental Incompleto,10325,0,0.86,96.4,0,6,Urbano,0.07,84.5,0,
ST005530,S0038,Escola 38,PR,Londrina,2020,7º Ano EF,12,M,Média,Sem escolaridade,13795,0,0.867,70.8,0,4,Rural,0.053,40.6,0,
ST005531,S0013,Escola 13,BA,Vitória da Conquista,2022,6º Ano EF,12,M,Baixa,Superior,621,0,0.812,78.1,0,4,Urbano,0.08,73.6,0,
ST005532,S0012,Escola 12,PE,Olinda,2018,1º Ano EM,13,F,Média,Pós-graduação,5970,0,0.955,52.5,0,3,Urbano,0.023,63.0,0,
ST005533,S0029,Escola 29,SP,São Paulo,2020,1º Ano EM,14,F,Baixa,Fundamental Completo,2708,1,0.688,27.9,0,3,Urbano,0.058,61.0,1,2020-07-26
ST005534,S0158,Escola 158,RS,Pelotas,2023,2º Ano EM,14,F,Média,Fundamental Incompleto,1944,0,0.931,57.1,0,4,Urbano,0.062,77.1,0,
ST005535,S0069,Escola 69,PE,Olinda,2024,4º Ano EF,10,F,Alta,Pós-graduação,10585,0,0.898,63.0,0,5,Urbano,0.029,75.4,0,
ST005536,S0020,Escola 20,CE,Sobral,2020,5º Ano EF,10,F,Alta,Superior,5080,0,0.917,82.4,0,4,Urbano,0.084,48.8,0,
ST005537,S0087,Escola 87,RJ,Campos,2023,1º Ano EM,14,F,Média,Superior,4283,0,0.856,91.7,0,4,Urbano,0.082,83.7,0,
ST005538,S0168,Escola 168,AM,Parintins,2021,1º Ano EF,6,M,Alta,Médio,16975,0,0.798,87.4,0,5,Urbano,0.078,98.5,0,
ST005539,S0094,Escola 94,BA,Feira de Santana,2019,4º Ano EF,9,M,Baixa,Fundamental Completo,694,0,0.636,65.0,0,4,Urbano,0.034,65.1,1,2019-02-06
ST005540,S0087,Escola 87,RJ,Campos,2024,2º Ano EM,16,M,Baixa,Pós-graduação,852,1,0.55,53.5,0,4,Urbano,0.082,83.7,1,2024-03-28
ST005541,S0169,Escola 169,RS,Caxias do Sul,2023,5º Ano EF,13,F,Média,Fundamental Incompleto,1926,0,0.899,70.8,0,3,Rural,0.041,66.3,0,
ST005542,S0030,Escola 30,RS,Pelotas,2018,3º Ano EM,17,F,Média,Superior,3261,0,0.849,76.5,0,6,Urbano,0.05,65.6,0,
ST005543,S0186,Escola 186,AM,Manacapuru,2023,7º Ano EF,13,M,Média,Fundamental Incompleto,3569,0,0.935,49.5,0,4,Urbano,0.058,80.7,0,
ST005544,S0031,Escola 31,PA,Belém,2020,4º Ano EF,9,M,Média,Superior,8863,0,0.982,61.7,0,2,Urbano,0.081,61.0,0,
ST005545,S0140,Escola 140,SP,São Paulo,2018,2º Ano EF,6,F,Baixa,Fundamental Completo,2459,0,0.724,55.8,0,5,Urbano,0.034,51.5,0,
ST005546,S0099,Escola 99,SP,São Paulo,2020,5º Ano EF,11,F,Média,Superior,6614,0,0.79,76.4,0,4,Urbano,0.044,70.1,0,
ST005547,S0165,Escola 165,RS,Pelotas,2022,8º Ano EF,14,F,Média,Superior,10044,0,0.909,77.6,0,3,Urbano,0.07,84.5,1,2022-06-03
ST005548,S0103,Escola 103,PE,Caruaru,2022,9º Ano EF,15,F,Baixa,Médio,2781,0,0.783,50.2,0,5,Urbano,0.029,64.9,0,
ST005549,S0153,Escola 153,RS,Santa Maria,2019,1º Ano EF,8,F,Baixa,Fundamental Completo,4386,0,0.859,56.6,0,3,Rural,0.078,59.8,0,
ST005550,S0107,Escola 107,PR,Curitiba,2022,6º Ano EF,13,M,Média,Médio,1055,0,0.909,62.5,0,7,Rural,0.035,98.3,0,
ST005551,S0022,Escola 22,PA,Santarém,2021,8º Ano EF,14,F,Média,Fundamental Completo,4361,0,0.969,66.7,0,6,Urbano,0.037,66.6,0,
ST005552,S0182,Escola 182,BA,Feira de Santana,2018,8º Ano EF,13,M,Baixa,Superior,4446,0,0.685,29.9,0,4,Urbano,0.031,57.1,1,2018-04-01
ST005553,S0016,Escola 16,RS,Porto Alegre,2021,8º Ano EF,11,M,Média,Médio,2685,0,0.882,54.4,0,5,Rural,0.032,61.6,0,
ST005554,S0155,Escola 155,RJ,Campos,2019,1º Ano EF,8,F,Baixa,Médio,1362,0,0.633,55.9,0,5,Urbano,0.037,74.4,1,2019-05-12
ST005555,S0153,Escola 153,RS,Santa Maria,2019,2º Ano EF,6,F,Alta,Superior,12409,0,0.889,60.7,0,4,Urbano,0.078,59.8,0,
ST005556,S0063,Escola 63,AM,Itacoatiara,2020,8º Ano EF,13,F,Baixa,Fundamental Incompleto,2374,1,0.662,40.5,0,4,Urbano,0.08,53.4,1,2020-09-28
ST005557,S0161,Escola 161,PA,Castanhal,2024,2º Ano EM,13,F,Alta,Sem escolaridade,8337,0,0.903,73.1,0,3,Urbano,0.021,55.4,0,
ST005558,S0119,Escola 119,PR,Maringá,2018,2º Ano EM,14,F,Baixa,Médio,1161,0,0.723,23.9,0,4,Urbano,0.082,87.1,1,2018-04-30
ST005559,S0084,Escola 84,MG,Belo Horizonte,2020,9º Ano EF,15,F,Baixa,Superior,2217,0,0.723,57.1,0,3,Urbano,0.061,62.2,1,2020-09-02
ST005560,S0026,Escola 26,RJ,Niterói,2020,2º Ano EF,9,F,Baixa,Médio,1317,0,0.732,63.3,0,4,Urbano,0.075,71.7,0,
ST005561,S0180,Escola 180,RS,Porto Alegre,2024,1º Ano EF,6,M,Alta,Pós-graduação,15987,0,0.974,88.4,0,4,Urbano,0.072,100.0,0,
ST005562,S0128,Escola 128,SP,Ribeirão Preto,2018,3º Ano EF,10,M,Baixa,Fundamental Completo,2528,0,0.683,73.5,1,4,Rural,0.086,61.5,0,
ST005563,S0091,Escola 91,BA,Vitória da Conquista,2018,1º Ano EM,13,M,Baixa,Superior,3308,0,0.66,66.9,1,3,Rural,0.069,71.5,1,2018-06-16
ST005564,S0008,Escola 8,RJ,Petrópolis,2023,1º Ano EM,16,F,Baixa,Pós-graduação,2423,0,0.8,58.3,0,4,Urbano,0.079,81.5,0,
ST005565,S0096,Escola 96,RS,Pelotas,2019,2º Ano EF,7,M,Baixa,Superior,2909,0,0.697,63.3,0,7,Urbano,0.048,48.0,1,2019-11-26
ST005566,S0173,Escola 173,PA,Castanhal,2018,8º Ano EF,14,F,Baixa,Fundamental Completo,1321,0,0.696,52.5,0,4,Urbano,0.033,68.8,0,
ST005567,S0004,Escola 4,BA,Salvador,2024,4º Ano EF,10,M,Alta,Fundamental Completo,10171,0,0.9,62.5,0,4,Rural,0.07,92.8,0,
ST005568,S0143,Escola 143,PE,Olinda,2018,2º Ano EF,6,O,Baixa,Superior,1926,0,0.581,75.0,0,3,Urbano,0.087,45.9,1,2018-02-22
ST005569,S0173,Escola 173,PA,Castanhal,2024,1º Ano EM,16,M,Média,Superior,8581,0,0.916,89.0,1,4,Urbano,0.033,68.8,0,
ST005570,S0108,Escola 108,AM,Parintins,2021,3º Ano EF,8,M,Alta,Médio,13448,0,0.957,100.0,0,2,Urbano,0.051,72.6,0,
ST005571,S0162,Escola 162,RS,Caxias do Sul,2021,3º Ano EF,6,F,Baixa,Médio,1698,0,0.763,67.5,0,5,Urbano,0.037,81.8,1,2021-05-09
ST005572,S0086,Escola 86,SP,Santos,2023,5º Ano EF,10,F,Média,Superior,11855,1,0.87,45.1,0,7,Rural,0.037,62.5,0,
ST005573,S0142,Escola 142,RJ,Niterói,2019,4º Ano EF,11,M,Média,Fundamental Incompleto,5013,0,0.92,80.1,0,3,Rural,0.038,89.6,0,
ST005574,S0176,Escola 176,SP,Campinas,2019,1º Ano EF,7,M,Alta,Médio,9329,0,0.895,60.0,0,5,Urbano,0.059,82.4,0,
ST005575,S0198,Escola 198,RJ,Niterói,2023,6º Ano EF,16,M,Baixa,Fundamental Incompleto,1888,0,0.711,67.3,0,3,Rural,0.069,72.3,1,2023-05-02
ST005576,S0190,Escola 190,CE,Sobral,2022,8º Ano EF,12,M,Média,Superior,7631,0,1.0,81.6,0,5,Urbano,0.055,47.3,0,
ST005577,S0074,Escola 74,PE,Caruaru,2022,3º Ano EF,8,M,Baixa,Médio,1035,1,0.577,35.8,0,4,Urbano,0.078,93.5,0,
ST005578,S0193,Escola 193,AM,Manaus,2018,7º Ano EF,14,M,Média,Fundamental Completo,4936,0,0.96,78.3,1,3,Urbano,0.067,73.2,0,
ST005579,S0142,Escola 142,RJ,Niterói,2023,9º Ano EF,18,M,Baixa,Médio,1745,1,0.704,54.0,0,5,Rural,0.038,89.6,1,2023-07-22
ST005580,S0087,Escola 87,RJ,Campos,2021,5º Ano EF,7,F,Média,Fundamental Incompleto,6140,0,0.934,89.7,0,4,Urbano,0.082,83.7,0,
ST005581,S0140,Escola 140,SP,São Paulo,2022,4º Ano EF,8,F,Média,Fundamental Completo,21288,1,0.862,63.8,0,4,Urbano,0.034,51.5,1,2022-07-06
ST005582,S0069,Escola 69,PE,Olinda,2023,3º Ano EM,14,M,Baixa,Médio,4171,0,0.859,75.3,0,4,Urbano,0.029,75.4,0,
ST005583,S0039,Escola 39,PR,Londrina,2020,4º Ano EF,6,M,Média,Fundamental Incompleto,1516,0,0.834,96.1,0,3,Rural,0.081,50.1,1,2020-10-03
ST005584,S0178,Escola 178,CE,Juazeiro do Norte,2020,2º Ano EF,6,F,Alta,Fundamental Completo,11629,0,0.873,48.2,0,4,Rural,0.047,91.8,0,
ST005585,S0054,Escola 54,RJ,Petrópolis,2018,1º Ano EF,6,F,Baixa,Pós-graduação,1655,0,0.85,40.0,1,4,Urbano,0.08,79.2,0,
ST005586,S0099,Escola 99,SP,São Paulo,2020,4º Ano EF,11,O,Média,Fundamental Completo,2413,0,0.948,63.7,1,4,Urbano,0.044,70.1,1,2020-12-03
ST005587,S0160,Escola 160,BA,Ilhéus,2022,8º Ano EF,12,F,Baixa,Fundamental Incompleto,645,0,0.811,89.1,0,7,Urbano,0.073,79.8,1,2022-02-05
ST005588,S0158,Escola 158,RS,Pelotas,2023,1º Ano EM,16,M,Baixa,Superior,2029,0,0.737,73.0,0,2,Rural,0.062,77.1,0,
ST005589,S0179,Escola 179,PA,Marabá,2024,2º Ano EF,6,F,Baixa,Superior,1937,0,0.714,32.9,0,3,Urbano,0.089,66.0,1,2024-02-21
ST005590,S0157,Escola 157,PE,Olinda,2024,2º Ano EF,6,M,Média,Fundamental Completo,4597,0,0.835,66.7,0,3,Rural,0.045,98.0,0,
ST005591,S0080,Escola 80,SP,São Paulo,2022,6º Ano EF,10,F,Alta,Médio,3785,0,0.847,89.1,0,2,Urbano,0.078,40.2,0,
ST005592,S0153,Escola 153,RS,Santa Maria,2020,4º Ano EF,7,M,Média,Fundamental Incompleto,5191,0,1.0,77.7,0,3,Urbano,0.078,59.8,0,
ST005593,S0047,Escola 47,PA,Santarém,2023,1º Ano EM,16,M,Baixa,Fundamental Completo,2180,0,0.73,57.9,0,4,Rural,0.071,63.1,1,2023-10-10
ST005594,S0198,Escola 198,RJ,Niterói,2021,1º Ano EM,16,F,Média,Fundamental Completo,10791,0,0.873,64.0,0,4,Urbano,0.069,72.3,0,
ST005595,S0153,Escola 153,RS,Santa Maria,2019,9º Ano EF,15,F,Baixa,Fundamental Completo,2018,0,0.671,52.2,0,5,Urbano,0.078,59.8,1,2019-06-02
ST005596,S0067,Escola 67,BA,Salvador,2021,5º Ano EF,11,F,Média,Superior,5928,0,0.972,66.9,0,2,Urbano,0.049,68.9,0,
ST005597,S0174,Escola 174,SP,Santos,2024,8º Ano EF,14,F,Alta,Médio,13841,0,0.889,76.0,0,5,Urbano,0.053,75.1,0,
ST005598,S0163,Escola 163,AM,Parintins,2022,5º Ano EF,8,M,Média,Médio,7964,0,1.0,79.1,0,4,Urbano,0.057,87.4,0,
ST005599,S0200,Escola 200,PA,Belém,2022,3º Ano EM,15,M,Alta,Fundamental Incompleto,6871,0,0.904,99.3,0,4,Urbano,0.043,52.9,0,
ST005600,S0191,Escola 191,RJ,Rio de Janeiro,2022,2º Ano EF,6,M,Baixa,Fundamental Incompleto,1825,0,0.757,47.2,0,4,Urbano,0.071,63.3,0,
ST005601,S0137,Escola 137,CE,Sobral,2019,8º Ano EF,12,M,Baixa,Fundamental Completo,475,1,0.561,52.5,0,5,Urbano,0.078,58.3,1,2019-06-16
ST005602,S0094,Escola 94,BA,Feira de Santana,2023,2º Ano EM,14,F,Alta,Médio,3240,0,0.829,78.0,0,4,Rural,0.034,65.1,0,
ST005603,S0003,Escola 3,RJ,Petrópolis,2024,7º Ano EF,9,F,Baixa,Superior,1365,0,0.645,65.0,0,7,Urbano,0.027,79.7,0,
ST005604,S0007,Escola 7,MG,Uberlândia,2019,1º Ano EM,14,F,Baixa,Fundamental Completo,3527,0,0.682,68.6,0,4,Rural,0.044,93.7,1,2019-05-20
ST005605,S0145,Escola 145,SP,Santos,2018,1º Ano EM,13,M,Média,Médio,2268,1,0.755,40.1,0,3,Rural,0.084,73.9,1,2018-11-16
ST005606,S0022,Escola 22,PA,Santarém,2022,3º Ano EM,15,M,Alta,Fundamental Completo,13261,0,0.919,72.2,0,4,Urbano,0.037,66.6,0,
ST005607,S0083,Escola 83,CE,Fortaleza,2020,1º Ano EF,6,M,Baixa,Fundamental Incompleto,2289,0,0.717,58.8,0,4,Urbano,0.086,92.2,1,2020-10-15
ST005608,S0086,Escola 86,SP,Santos,2021,2º Ano EM,16,M,Baixa,Pós-graduação,2166,0,0.621,77.5,0,3,Urbano,0.037,62.5,1,2021-05-02
ST005609,S0080,Escola 80,SP,São Paulo,2019,9º Ano EF,11,F,Alta,Fundamental Completo,7748,1,0.941,95.2,0,5,Urbano,0.078,40.2,0,
ST005610,S0182,Escola 182,BA,Feira de Santana,2024,5º Ano EF,12,F,Média,Fundamental Completo,5836,0,0.976,51.0,0,4,Urbano,0.031,57.1,0,
ST005611,S0140,Escola 140,SP,São Paulo,2020,6º Ano EF,12,M,Baixa,Fundamental Incompleto,1018,0,0.683,72.3,0,3,Urbano,0.034,51.5,0,
ST005612,S0176,Escola 176,SP,Campinas,2024,9º Ano EF,11,F,Média,Médio,10910,0,0.922,86.0,0,3,Urbano,0.059,82.4,0,
ST005613,S0156,Escola 156,PA,Castanhal,2019,1º Ano EF,6,F,Média,Médio,4149,0,0.887,81.9,0,3,Rural,0.055,59.3,1,2019-04-19
ST005614,S0183,Escola 183,CE,Quixadá,2018,3º Ano EF,8,F,Alta,Superior,8221,0,0.84,70.8,0,6,Urbano,0.053,53.9,0,
ST005615,S0012,Escola 12,PE,Olinda,2024,2º Ano EM,15,M,Média,Médio,3086,0,0.933,58.3,0,5,Urbano,0.023,63.0,1,2024-03-02
ST005616,S0176,Escola 176,SP,Campinas,2018,2º Ano EM,18,M,Alta,Médio,15635,0,0.828,77.2,0,6,Urbano,0.059,82.4,0,
ST005617,S0105,Escola 105,RS,Caxias do Sul,2019,6º Ano EF,10,F,Média,Médio,1540,0,0.991,85.1,0,3,Urbano,0.067,67.6,0,
ST005618,S0049,Escola 49,CE,Juazeiro do Norte,2018,2º Ano EF,8,M,Baixa,Médio,1693,0,0.773,54.4,0,4,Urbano,0.066,75.2,1,2018-09-27
ST005619,S0016,Escola 16,RS,Porto Alegre,2021,8º Ano EF,11,F,Alta,Fundamental Completo,1920,0,1.0,63.5,0,4,Urbano,0.032,61.6,0,
ST005620,S0031,Escola 31,PA,Belém,2018,1º Ano EM,15,F,Alta,Fundamental Completo,15549,1,0.786,94.8,0,3,Rural,0.081,61.0,0,
ST005621,S0089,Escola 89,MG,Uberlândia,2020,6º Ano EF,9,O,Baixa,Fundamental Completo,3452,1,0.716,33.7,0,4,Urbano,0.022,62.1,1,2020-11-09
ST005622,S0084,Escola 84,MG,Belo Horizonte,2024,6º Ano EF,10,M,Baixa,Superior,855,0,0.853,52.0,0,2,Rural,0.061,62.2,1,2024-05-17
ST005623,S0187,Escola 187,MG,Juiz de Fora,2021,1º Ano EF,9,M,Baixa,Médio,5256,0,0.754,62.6,0,3,Rural,0.025,77.1,0,
ST005624,S0039,Escola 39,PR,Londrina,2024,3º Ano EM,15,F,Média,Médio,4127,0,0.883,67.0,0,4,Urbano,0.081,50.1,0,
ST005625,S0004,Escola 4,BA,Salvador,2018,1º Ano EF,6,M,Média,Pós-graduação,10716,1,0.832,54.9,0,4,Urbano,0.07,92.8,0,
ST005626,S0080,Escola 80,SP,São Paulo,2023,4º Ano EF,8,M,Baixa,Fundamental Completo,3139,1,0.572,58.6,0,4,Rural,0.078,40.2,1,2023-03-21
ST005627,S0111,Escola 111,AM,Parintins,2024,4º Ano EF,9,F,Baixa,Médio,1795,0,0.698,48.0,0,3,Urbano,0.087,41.2,1,2024-07-28
ST005628,S0014,Escola 14,RJ,Petrópolis,2019,2º Ano EM,16,F,Média,Fundamental Incompleto,4397,1,0.802,41.6,0,7,Urbano,0.064,41.3,1,2019-09-15
ST005629,S0122,Escola 122,RS,Santa Maria,2023,9º Ano EF,13,F,Baixa,Pós-graduação,2045,0,0.773,51.5,0,6,Urbano,0.039,56.4,0,
ST005630,S0007,Escola 7,MG,Uberlândia,2023,6º Ano EF,8,F,Baixa,Superior,1900,0,0.654,41.7,0,4,Urbano,0.044,93.7,1,2023-03-26
ST005631,S0197,Escola 197,RJ,Petrópolis,2020,8º Ano EF,15,F,Baixa,Médio,1644,1,0.661,46.0,0,4,Urbano,0.043,56.7,1,2020-11-22
ST005632,S0195,Escola 195,PR,Foz do Iguaçu,2020,2º Ano EF,6,M,Alta,Médio,9354,0,0.89,91.3,0,3,Urbano,0.033,72.6,0,
ST005633,S0117,Escola 117,PR,Foz do Iguaçu,2023,1º Ano EM,11,M,Baixa,Médio,1370,0,0.574,74.2,0,5,Rural,0.037,69.5,1,2023-06-01
ST005634,S0059,Escola 59,CE,Sobral,2018,1º Ano EM,14,F,Alta,Fundamental Completo,11625,0,0.849,97.8,0,4,Rural,0.075,75.0,0,
ST005635,S0168,Escola 168,AM,Parintins,2024,1º Ano EM,16,M,Alta,Médio,4983,0,0.921,93.0,0,7,Urbano,0.078,98.5,0,
ST005636,S0117,Escola 117,PR,Foz do Iguaçu,2020,2º Ano EF,6,M,Baixa,Médio,2610,1,0.647,80.0,0,5,Urbano,0.037,69.5,0,
ST005637,S0088,Escola 88,CE,Juazeiro do Norte,2024,7º Ano EF,12,M,Baixa,Fundamental Completo,1730,0,0.804,61.0,0,7,Urbano,0.037,74.9,0,
ST005638,S0104,Escola 104,RS,Pelotas,2024,9º Ano EF,12,M,Média,Sem escolaridade,4193,0,0.984,74.8,0,4,Urbano,0.043,58.0,1,2024-10-10
ST005639,S0078,Escola 78,PE,Olinda,2021,9º Ano EF,12,M,Baixa,Fundamental Completo,2415,0,0.784,82.6,0,4,Urbano,0.08,65.5,0,
ST005640,S0021,Escola 21,AM,Parintins,2018,3º Ano EF,8,F,Média,Médio,9648,0,0.986,56.6,0,4,Urbano,0.055,92.0,0,
ST005641,S0018,Escola 18,PR,Londrina,2020,2º Ano EF,8,M,Baixa,Fundamental Incompleto,3273,0,0.651,42.8,0,5,Urbano,0.079,74.7,0,
ST005642,S0180,Escola 180,RS,Porto Alegre,2022,2º Ano EF,6,O,Média,Médio,6987,0,1.0,73.8,0,5,Rural,0.072,100.0,1,2022-05-08
ST005643,S0200,Escola 200,PA,Belém,2022,1º Ano EF,6,M,Baixa,Fundamental Completo,2370,0,0.795,40.0,0,4,Urbano,0.043,52.9,1,2022-02-05
ST005644,S0131,Escola 131,PA,Belém,2018,3º Ano EM,17,F,Média,Médio,4120,0,0.919,100.0,0,4,Urbano,0.067,46.7,0,
ST005645,S0178,Escola 178,CE,Juazeiro do Norte,2020,3º Ano EF,9,M,Baixa,Fundamental Completo,726,0,0.715,39.8,0,4,Rural,0.047,91.8,1,2020-12-19
ST005646,S0082,Escola 82,RS,Caxias do Sul,2024,2º Ano EM,14,M,Baixa,Médio,2134,0,0.716,63.2,0,4,Urbano,0.059,75.4,0,
ST005647,S0147,Escola 147,AM,Manacapuru,2021,3º Ano EF,6,M,Média,Fundamental Completo,5985,0,0.847,52.9,0,4,Rural,0.074,51.4,0,
ST005648,S0131,Escola 131,PA,Belém,2021,3º Ano EM,18,M,Média,Fundamental Completo,5355,0,0.951,75.5,0,4,Rural,0.067,46.7,0,
ST005649,S0012,Escola 12,PE,Olinda,2022,3º Ano EF,6,F,Média,Médio,9325,1,0.895,38.8,0,4,Urbano,0.023,63.0,0,
ST005650,S0153,Escola 153,RS,Santa Maria,2022,1º Ano EF,7,F,Média,Fundamental Completo,3995,1,0.876,67.9,0,4,Urbano,0.078,59.8,0,
ST005651,S0034,Escola 34,PR,Curitiba,2023,7º Ano EF,10,F,Alta,Superior,20921,0,0.899,90.0,0,5,Urbano,0.054,54.1,0,
ST005652,S0076,Escola 76,RJ,Niterói,2024,8º Ano EF,10,F,Baixa,Médio,2947,0,0.752,54.5,0,4,Urbano,0.082,82.3,1,2024-08-24
ST005653,S0164,Escola 164,CE,Sobral,2018,7º Ano EF,11,M,Média,Superior,2252,0,0.937,57.7,0,3,Rural,0.052,57.7,0,
ST005654,S0005,Escola 5,PR,Foz do Iguaçu,2018,2º Ano EM,16,F,Média,Médio,10681,0,0.931,69.4,0,5,Urbano,0.061,66.5,1,2018-06-18
ST005655,S0109,Escola 109,BA,Ilhéus,2020,2º Ano EM,16,M,Baixa,Fundamental Incompleto,2247,0,0.797,71.1,0,3,Urbano,0.087,73.9,1,2020-08-23
ST005656,S0160,Escola 160,BA,Ilhéus,2018,4º Ano EF,6,F,Baixa,Médio,1223,0,0.69,44.7,1,3,Rural,0.073,79.8,1,2018-05-28
ST005657,S0043,Escola 43,BA,Feira de Santana,2021,3º Ano EF,9,M,Baixa,Fundamental Completo,2794,1,0.723,67.2,0,5,Urbano,0.021,68.3,0,
ST005658,S0143,Escola 143,PE,Olinda,2022,2º Ano EM,15,F,Baixa,Médio,6146,0,0.633,43.9,0,6,Urbano,0.087,45.9,1,2022-04-26
ST005659,S0055,Escola 55,RJ,Rio de Janeiro,2023,4º Ano EF,9,M,Média,Médio,6712,0,0.951,75.5,0,4,Urbano,0.058,85.5,0,
ST005660,S0146,Escola 146,CE,Quixadá,2021,2º Ano EF,7,M,Média,Superior,7389,0,0.867,59.7,0,6,Urbano,0.034,81.7,0,
ST005661,S0165,Escola 165,RS,Pelotas,2019,8º Ano EF,15,F,Média,Médio,6770,0,0.823,57.7,0,5,Urbano,0.07,84.5,0,
ST005662,S0092,Escola 92,CE,Fortaleza,2024,5º Ano EF,9,M,Baixa,Médio,1871,0,0.83,71.9,0,7,Rural,0.036,84.5,0,
ST005663,S0175,Escola 175,RJ,Petrópolis,2023,1º Ano EM,16,O,Média,Superior,5047,0,0.986,65.9,0,4,Urbano,0.06,74.2,0,
ST005664,S0116,Escola 116,SP,São Paulo,2019,1º Ano EF,6,M,Baixa,Superior,1840,0,0.663,64.1,0,3,Rural,0.035,74.5,1,2019-06-18
ST005665,S0057,Escola 57,MG,Ouro Preto,2019,3º Ano EM,20,M,Alta,Sem escolaridade,8123,0,0.931,88.8,0,5,Urbano,0.035,57.4,0,
ST005666,S0064,Escola 64,MG,Belo Horizonte,2018,2º Ano EM,18,F,Média,Pós-graduação,2497,0,0.998,67.1,0,5,Rural,0.026,52.1,0,
ST005667,S0092,Escola 92,CE,Fortaleza,2022,9º Ano EF,9,M,Média,Fundamental Incompleto,2428,0,0.899,39.5,0,4,Urbano,0.036,84.5,0,
ST005668,S0060,Escola 60,RS,Santa Maria,2020,4º Ano EF,8,F,Média,Pós-graduação,8788,1,0.85,47.5,0,4,Rural,0.071,84.6,1,2020-11-30
ST005669,S0075,Escola 75,RS,Porto Alegre,2024,2º Ano EM,13,M,Baixa,Superior,1806,0,0.722,57.1,0,5,Rural,0.059,30.7,0,
ST005670,S0044,Escola 44,PR,Londrina,2021,3º Ano EM,17,F,Baixa,Superior,3064,1,0.636,58.2,0,4,Urbano,0.021,65.5,1,2021-11-04
ST005671,S0010,Escola 10,PR,Curitiba,2022,1º Ano EM,15,M,Baixa,Médio,1837,0,0.822,60.6,0,3,Urbano,0.046,78.1,0,
ST005672,S0063,Escola 63,AM,Itacoatiara,2021,3º Ano EF,9,M,Média,Médio,3375,0,0.962,64.5,0,3,Urbano,0.08,53.4,1,2021-07-20
ST005673,S0086,Escola 86,SP,Santos,2023,7º Ano EF,13,M,Alta,Médio,4949,0,0.896,73.0,0,4,Urbano,0.037,62.5,0,
ST005674,S0077,Escola 77,PR,Londrina,2020,3º Ano EM,16,F,Média,Médio,7687,1,0.897,66.5,0,4,Urbano,0.062,71.3,0,
ST005675,S0103,Escola 103,PE,Caruaru,2021,2º Ano EM,15,F,Alta,Superior,8683,0,0.825,66.5,0,5,Rural,0.029,64.9,0,
